LYSP_ECOLI,0.34,0.51,0.48,0.5,0.67,0.9,0.9,im
MALF_ECOLI,0.63,0.54,0.48,0.5,0.65,0.79,0.81,im
MALG_ECOLI,0.7,0.4,0.48,0.5,0.56,0.86,0.83,im
MCP3_ECOLI,0.6,0.5,1.0,0.5,0.54,0.77,0.8,im
MSBB_ECOLI,0.16,0.51,0.48,0.5,0.33,0.39,0.48,im
MTR_ECOLI,0.74,0.7,0.48,0.5,0.66,0.65,0.69,im
NANT_ECOLI,0.2,0.46,0.48,0.5,0.57,0.78,0.81,im
NHAA_ECOLI,0.89,0.55,0.48,0.5,0.51,0.72,0.76,im
NHAB_ECOLI,0.7,0.46,0.48,0.5,0.56,0.78,0.73,im
PHEP_ECOLI,0.12,0.43,0.48,0.5,0.63,0.7,0.74,im
PHOR_ECOLI,0.61,0.52,0.48,0.5,0.54,0.67,0.52,im
PNTA_ECOLI,0.33,0.37,0.48,0.5,0.46,0.65,0.69,im
POTE_ECOLI,0.63,0.65,0.48,0.5,0.66,0.67,0.71,im
PROP_ECOLI,0.41,0.51,0.48,0.5,0.53,0.75,0.78,im
PSTA_ECOLI,0.34,0.67,0.48,0.5,0.52,0.76,0.79,im
PSTC_ECOLI,0.58,0.34,0.48,0.5,0.56,0.87,0.81,im
PTAA_ECOLI,0.59,0.56,0.48,0.5,0.55,0.8,0.82,im
PTBA_ECOLI,0.51,0.4,0.48,0.5,0.57,0.62,0.67,im
PTCC_ECOLI,0.5,0.57,0.48,0.5,0.71,0.61,0.66,im
PTDA_ECOLI,0.6,0.46,0.48,0.5,0.45,0.81,0.83,im
PTFB_ECOLI,0.37,0.47,0.48,0.5,0.39,0.76,0.79,im
PTGB_ECOLI,0.58,0.55,0.48,0.5,0.57,0.7,0.74,im
PTHB_ECOLI,0.36,0.47,0.48,0.5,0.51,0.69,0.72,im
PTMA_ECOLI,0.39,0.41,0.48,0.5,0.52,0.72,0.75,im
PTOA_ECOLI,0.35,0.51,0.48,0.5,0.61,0.71,0.74,im
PTTB_ECOLI,0.31,0.44,0.48,0.5,0.5,0.79,0.82,im
RODA_ECOLI,0.61,0.66,0.48,0.5,0.46,0.87,0.88,im
SECE_ECOLI,0.48,0.49,0.48,0.5,0.52,0.77,0.71,im
SECF_ECOLI,0.11,0.5,0.48,0.5,0.58,0.72,0.68,im
SECY_ECOLI,0.31,0.36,0.48,0.5,0.58,0.94,0.94,im
TNAB_ECOLI,0.68,0.51,0.48,0.5,0.71,0.75,0.78,im
XYLE_ECOLI,0.69,0.39,0.48,0.5,0.57,0.76,0.79,im
YCEE_ECOLI,0.52,0.54,0.48,0.5,0.62,0.76,0.79,im
EXBD_ECOLI,0.46,0.59,0.48,0.5,0.36,0.76,0.23,im
FTSL_ECOLI,0.36,0.45,0.48,0.5,0.38,0.79,0.17,im
FTSN_ECOLI,0.0,0.51,0.48,0.5,0.35,0.67,0.44,im
FTSQ_ECOLI,0.1,0.49,0.48,0.5,0.41,0.67,0.21,im
MOTB_ECOLI,0.3,0.51,0.48,0.5,0.42,0.61,0.34,im
TOLA_ECOLI,0.61,0.47,0.48,0.5,0.0,0.8,0.32,im
TOLQ_ECOLI,0.63,0.75,0.48,0.5,0.64,0.73,0.66,im
EMRB_ECOLI,0.71,0.52,0.48,0.5,0.64,1.0,0.99,im
ATKC_ECOLI,0.85,0.53,0.48,0.5,0.53,0.52,0.35,im
NFRB_ECOLI,0.63,0.49,0.48,0.5,0.54,0.76,0.79,im
NLPA_ECOLI,0.75,0.55,1.0,1.0,0.4,0.47,0.3,im
CYOA_ECOLI,0.7,0.39,1.0,0.5,0.51,0.82,0.84,im
ATKA_ECOLI,0.72,0.42,0.48,0.5,0.65,0.77,0.79,im
BCR_ECOLI,0.79,0.41,0.48,0.5,0.66,0.81,0.83,im
CADB_ECOLI,0.83,0.48,0.48,0.5,0.65,0.76,0.79,im
CAIT_ECOLI,0.69,0.43,0.48,0.5,0.59,0.74,0.77,im
CPXA_ECOLI,0.79,0.36,0.48,0.5,0.46,0.82,0.7,im
CRED_ECOLI,0.78,0.33,0.48,0.5,0.57,0.77,0.79,im
CYDB_ECOLI,0.75,0.37,0.48,0.5,0.64,0.7,0.74,im
CYOB_ECOLI,0.59,0.29,0.48,0.5,0.64,0.75,0.77,im
CYOE_ECOLI,0.67,0.37,0.48,0.5,0.54,0.64,0.68,im
DMSC_ECOLI,0.66,0.48,0.48,0.5,0.54,0.7,0.74,im
DPPB_ECOLI,0.64,0.46,0.48,0.5,0.48,0.73,0.76,im
DSBD_ECOLI,0.76,0.71,0.48,0.5,0.5,0.71,0.75,im
FEPD_ECOLI,0.84,0.49,0.48,0.5,0.55,0.78,0.74,im
FEPG_ECOLI,0.77,0.55,0.48,0.5,0.51,0.78,0.74,im
FTSH_ECOLI,0.81,0.44,0.48,0.5,0.42,0.67,0.68,im
GLTS_ECOLI,0.58,0.6,0.48,0.5,0.59,0.73,0.76,im
KEFC_ECOLI,0.63,0.42,0.48,0.5,0.48,0.77,0.8,im
KUP_ECOLI,0.62,0.42,0.48,0.5,0.58,0.79,0.81,im
MCP1_ECOLI,0.86,0.39,0.48,0.5,0.59,0.89,0.9,im
MCP2_ECOLI,0.81,0.53,0.48,0.5,0.57,0.87,0.88,im
MCP4_ECOLI,0.87,0.49,0.48,0.5,0.61,0.76,0.79,im
MELB_ECOLI,0.47,0.46,0.48,0.5,0.62,0.74,0.77,im
MOTA_ECOLI,0.76,0.41,0.48,0.5,0.5,0.59,0.62,im
NUPC_ECOLI,0.7,0.53,0.48,0.5,0.7,0.86,0.87,im
NUPG_ECOLI,0.64,0.45,0.48,0.5,0.67,0.61,0.66,im
PNTB_ECOLI,0.81,0.52,0.48,0.5,0.57,0.78,0.8,im
PTKC_ECOLI,0.73,0.26,0.48,0.5,0.57,0.75,0.78,im
RHAT_ECOLI,0.49,0.61,1.0,0.5,0.56,0.71,0.74,im
SECD_ECOLI,0.88,0.42,0.48,0.5,0.52,0.73,0.75,im
SECG_ECOLI,0.84,0.54,0.48,0.5,0.75,0.92,0.7,im
TEHA_ECOLI,0.63,0.51,0.48,0.5,0.64,0.72,0.76,im
TYRP_ECOLI,0.86,0.55,0.48,0.5,0.63,0.81,0.83,im
UHPB_ECOLI,0.79,0.54,0.48,0.5,0.5,0.66,0.68,im
TONB_ECOLI,0.57,0.38,0.48,0.5,0.06,0.49,0.33,im
LEP_ECOLI,0.78,0.44,0.48,0.5,0.45,0.73,0.68,im
FADL_ECOLI,0.78,0.68,0.48,0.5,0.83,0.4,0.29,om
FHUA_ECOLI,0.63,0.69,0.48,0.5,0.65,0.41,0.28,om
LAMB_ECOLI,0.67,0.88,0.48,0.5,0.73,0.5,0.25,om
NFRA_ECOLI,0.61,0.75,0.48,0.5,0.51,0.33,0.33,om
NMPC_ECOLI,0.67,0.84,0.48,0.5,0.74,0.54,0.37,om
OMPA_ECOLI,0.74,0.9,0.48,0.5,0.57,0.53,0.29,om
OMPC_ECOLI,0.73,0.84,0.48,0.5,0.86,0.58,0.29,om
OMPF_ECOLI,0.75,0.76,0.48,0.5,0.83,0.57,0.3,om
OMPX_ECOLI,0.77,0.57,0.48,0.5,0.88,0.53,0.2,om
PHOE_ECOLI,0.74,0.78,0.48,0.5,0.75,0.54,0.15,om
TSX_ECOLI,0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
BTUB_ECOLI,0.56,0.68,0.48,0.5,0.77,0.36,0.45,om
CIRA_ECOLI,0.65,0.51,0.48,0.5,0.66,0.54,0.33,om
FECA_ECOLI,0.52,0.81,0.48,0.5,0.72,0.38,0.38,om
FEPA_ECOLI,0.64,0.57,0.48,0.5,0.7,0.33,0.26,om
FHUE_ECOLI,0.6,0.76,1.0,0.5,0.77,0.59,0.52,om
OMPP_ECOLI,0.69,0.59,0.48,0.5,0.77,0.39,0.21,om
OMPT_ECOLI,0.63,0.49,0.48,0.5,0.79,0.45,0.28,om
TOLC_ECOLI,0.71,0.71,0.48,0.5,0.68,0.43,0.36,om
PA1_ECOLI,0.68,0.63,0.48,0.5,0.73,0.4,0.3,om
MULI_ECOLI,0.77,0.57,1.0,0.5,0.37,0.54,0.01,om
NLPB_ECOLI,0.66,0.49,1.0,0.5,0.54,0.56,0.36,om
NLPE_ECOLI,0.71,0.46,1.0,0.5,0.52,0.59,0.3,om
PAL_ECOLI,0.67,0.55,1.0,0.5,0.66,0.58,0.16,om
SLP_ECOLI,0.68,0.49,1.0,0.5,0.62,0.55,0.28,om
AGP_ECOLI,0.74,0.49,0.48,0.5,0.42,0.54,0.36,pp
AMY1_ECOLI,0.7,0.61,0.48,0.5,0.56,0.52,0.43,pp
ARAF_ECOLI,0.66,0.86,0.48,0.5,0.34,0.41,0.36,pp
ASG2_ECOLI,0.73,0.78,0.48,0.5,0.58,0.51,0.31,pp
BGLX_ECOLI,0.65,0.57,0.48,0.5,0.47,0.47,0.51,pp
C562_ECOLI,0.72,0.86,0.48,0.5,0.17,0.55,0.21,pp
CN16_ECOLI,0.67,0.7,0.48,0.5,0.46,0.45,0.33,pp
CYPH_ECOLI,0.67,0.81,0.48,0.5,0.54,0.49,0.23,pp
CYSP_ECOLI,0.67,0.61,0.48,0.5,0.51,0.37,0.38,pp
DGAL_ECOLI,0.63,1.0,0.48,0.5,0.35,0.51,0.49,pp
DPPA_ECOLI,0.57,0.59,0.48,0.5,0.39,0.47,0.33,pp
DSBA_ECOLI,0.71,0.71,0.48,0.5,0.4,0.54,0.39,pp
DSBC_ECOLI,0.66,0.74,0.48,0.5,0.31,0.38,0.43,pp
ECOT_ECOLI,0.67,0.81,0.48,0.5,0.25,0.42,0.25,pp
ECPD_ECOLI,0.64,0.72,0.48,0.5,0.49,0.42,0.19,pp
FECB_ECOLI,0.68,0.82,0.48,0.5,0.38,0.65,0.56,pp
FECR_ECOLI,0.32,0.39,0.48,0.5,0.53,0.28,0.38,pp
FEPB_ECOLI,0.7,0.64,0.48,0.5,0.47,0.51,0.47,pp
FIMC_ECOLI,0.63,0.57,0.48,0.5,0.49,0.7,0.2,pp
GGT_ECOLI,0.74,0.82,0.48,0.5,0.49,0.49,0.41,pp
GLNH_ECOLI,0.63,0.86,0.48,0.5,0.39,0.47,0.34,pp
GLPQ_ECOLI,0.63,0.83,0.48,0.5,0.4,0.39,0.19,pp
HTRA_ECOLI,0.63,0.71,0.48,0.5,0.6,0.4,0.39,pp
LIVJ_ECOLI,0.71,0.86,0.48,0.5,0.4,0.54,0.32,pp
LIVK_ECOLI,0.68,0.78,0.48,0.5,0.43,0.44,0.42,pp
MALE_ECOLI,0.64,0.84,0.48,0.5,0.37,0.45,0.4,pp
MALM_ECOLI,0.74,0.47,0.48,0.5,0.5,0.57,0.42,pp
MEPA_ECOLI,0.75,0.84,0.48,0.5,0.35,0.52,0.33,pp
MODA_ECOLI,0.63,0.65,0.48,0.5,0.39,0.44,0.35,pp
NRFA_ECOLI,0.69,0.67,0.48,0.5,0.3,0.39,0.24,pp
NRFF_ECOLI,0.7,0.71,0.48,0.5,0.42,0.84,0.85,pp
OPPA_ECOLI,0.69,0.8,0.48,0.5,0.46,0.57,0.26,pp
OSMY_ECOLI,0.64,0.66,0.48,0.5,0.41,0.39,0.2,pp
POTD_ECOLI,0.63,0.8,0.48,0.5,0.46,0.31,0.29,pp
POTF_ECOLI,0.66,0.71,0.48,0.5,0.41,0.5,0.35,pp
PPA_ECOLI,0.69,0.59,0.48,0.5,0.46,0.44,0.52,pp
PPB_ECOLI,0.68,0.67,0.48,0.5,0.49,0.4,0.34,pp
PROX_ECOLI,0.64,0.78,0.48,0.5,0.5,0.36,0.38,pp
PSTS_ECOLI,0.62,0.78,0.48,0.5,0.47,0.49,0.54,pp
PTR_ECOLI,0.76,0.73,0.48,0.5,0.44,0.39,0.39,pp
RBSB_ECOLI,0.64,0.81,0.48,0.5,0.37,0.39,0.44,pp
SPEA_ECOLI,0.29,0.39,0.48,0.5,0.52,0.4,0.48,pp
SUBI_ECOLI,0.62,0.83,0.48,0.5,0.46,0.36,0.4,pp
TBPA_ECOLI,0.56,0.54,0.48,0.5,0.43,0.37,0.3,pp
TESA_ECOLI,0.69,0.66,0.48,0.5,0.41,0.5,0.25,pp
TOLB_ECOLI,0.69,0.65,0.48,0.5,0.63,0.48,0.41,pp
TORA_ECOLI,0.43,0.59,0.48,0.5,0.52,0.49,0.56,pp
TREA_ECOLI,0.74,0.56,0.48,0.5,0.47,0.68,0.3,pp
UGPB_ECOLI,0.71,0.57,0.48,0.5,0.48,0.35,0.32,pp
USHA_ECOLI,0.61,0.6,0.48,0.5,0.44,0.39,0.38,pp
XYLF_ECOLI,0.59,0.61,0.48,0.5,0.42,0.42,0.37,pp
YTFQ_ECOLI,0.74,0.74,0.48,0.5,0.31,0.53,0.52,pp
