AAT_ECOLI,0.49,0.29,0.48,0.5,0.56,0.24,0.35,cytoplasm
ACEA_ECOLI,0.07,0.4,0.48,0.5,0.54,0.35,0.44,cytoplasm
ACEK_ECOLI,0.56,0.4,0.48,0.5,0.49,0.37,0.46,cytoplasm
ACKA_ECOLI,0.59,0.49,0.48,0.5,0.52,0.45,0.36,cytoplasm
ADI_ECOLI,0.23,0.32,0.48,0.5,0.55,0.25,0.35,cytoplasm
ALKH_ECOLI,0.67,0.39,0.48,0.5,0.36,0.38,0.46,cytoplasm
AMPD_ECOLI,0.29,0.28,0.48,0.5,0.44,0.23,0.34,cytoplasm
AMY2_ECOLI,0.21,0.34,0.48,0.5,0.51,0.28,0.39,cytoplasm
APT_ECOLI,0.2,0.44,0.48,0.5,0.46,0.51,0.57,cytoplasm
ARAC_ECOLI,0.42,0.4,0.48,0.5,0.56,0.18,0.3,cytoplasm
ASG1_ECOLI,0.42,0.24,0.48,0.5,0.57,0.27,0.37,cytoplasm
BTUR_ECOLI,0.25,0.48,0.48,0.5,0.44,0.17,0.29,cytoplasm
CAFA_ECOLI,0.39,0.32,0.48,0.5,0.46,0.24,0.35,cytoplasm
CAIB_ECOLI,0.51,0.5,0.48,0.5,0.46,0.32,0.35,cytoplasm
CFA_ECOLI,0.22,0.43,0.48,0.5,0.48,0.16,0.28,cytoplasm
CHEA_ECOLI,0.25,0.4,0.48,0.5,0.46,0.44,0.52,cytoplasm
CHEB_ECOLI,0.34,0.45,0.48,0.5,0.38,0.24,0.35,cytoplasm
CHEW_ECOLI,0.44,0.27,0.48,0.5,0.55,0.52,0.58,cytoplasm
CHEY_ECOLI,0.23,0.4,0.48,0.5,0.39,0.28,0.38,cytoplasm
CHEZ_ECOLI,0.41,0.57,0.48,0.5,0.39,0.21,0.32,cytoplasm
CRL_ECOLI,0.4,0.45,0.48,0.5,0.38,0.22,0.0,cytoplasm
CSPA_ECOLI,0.31,0.23,0.48,0.5,0.73,0.05,0.14,cytoplasm
CYNR_ECOLI,0.51,0.54,0.48,0.5,0.41,0.34,0.43,cytoplasm
CYPB_ECOLI,0.3,0.16,0.48,0.5,0.56,0.11,0.23,cytoplasm
CYPC_ECOLI,0.36,0.39,0.48,0.5,0.48,0.22,0.23,cytoplasm
CYSB_ECOLI,0.29,0.37,0.48,0.5,0.48,0.44,0.52,cytoplasm
CYSE_ECOLI,0.25,0.4,0.48,0.5,0.47,0.33,0.42,cytoplasm
DAPD_ECOLI,0.21,0.51,0.48,0.5,0.5,0.32,0.41,cytoplasm
DCP_ECOLI,0.43,0.37,0.48,0.5,0.53,0.35,0.44,cytoplasm
DDLA_ECOLI,0.43,0.39,0.48,0.5,0.47,0.31,0.41,cytoplasm
DDLB_ECOLI,0.53,0.38,0.48,0.5,0.44,0.26,0.36,cytoplasm
DEOC_ECOLI,0.34,0.33,0.48,0.5,0.38,0.35,0.44,cytoplasm
DLDH_ECOLI,0.56,0.51,0.48,0.5,0.34,0.37,0.46,cytoplasm
EFG_ECOLI,0.4,0.29,0.48,0.5,0.42,0.35,0.44,cytoplasm
EFTS_ECOLI,0.24,0.35,0.48,0.5,0.31,0.19,0.31,cytoplasm
EFTU_ECOLI,0.36,0.54,0.48,0.5,0.41,0.38,0.46,cytoplasm
ENO_ECOLI,0.29,0.52,0.48,0.5,0.42,0.29,0.39,cytoplasm
FABB_ECOLI,0.65,0.47,0.48,0.5,0.59,0.3,0.4,cytoplasm
FES_ECOLI,0.32,0.42,0.48,0.5,0.35,0.28,0.38,cytoplasm
G3P1_ECOLI,0.38,0.46,0.48,0.5,0.48,0.22,0.29,cytoplasm
G3P2_ECOLI,0.33,0.45,0.48,0.5,0.52,0.32,0.41,cytoplasm
G6PI_ECOLI,0.3,0.37,0.48,0.5,0.59,0.41,0.49,cytoplasm
GCVA_ECOLI,0.4,0.5,0.48,0.5,0.45,0.39,0.47,cytoplasm
GLNA_ECOLI,0.28,0.38,0.48,0.5,0.5,0.33,0.42,cytoplasm
GLPD_ECOLI,0.61,0.45,0.48,0.5,0.48,0.35,0.41,cytoplasm
GLYA_ECOLI,0.17,0.38,0.48,0.5,0.45,0.42,0.5,cytoplasm
GSHR_ECOLI,0.44,0.35,0.48,0.5,0.55,0.55,0.61,cytoplasm
GT_ECOLI,0.43,0.4,0.48,0.5,0.39,0.28,0.39,cytoplasm
HEM6_ECOLI,0.42,0.35,0.48,0.5,0.58,0.15,0.27,cytoplasm
HEMN_ECOLI,0.23,0.33,0.48,0.5,0.43,0.33,0.43,cytoplasm
HPRT_ECOLI,0.37,0.52,0.48,0.5,0.42,0.42,0.36,cytoplasm
IF1_ECOLI,0.29,0.3,0.48,0.5,0.45,0.03,0.17,cytoplasm
IF2_ECOLI,0.22,0.36,0.48,0.5,0.35,0.39,0.47,cytoplasm
ILVY_ECOLI,0.23,0.58,0.48,0.5,0.37,0.53,0.59,cytoplasm
IPYR_ECOLI,0.47,0.47,0.48,0.5,0.22,0.16,0.26,cytoplasm
KAD_ECOLI,0.54,0.47,0.48,0.5,0.28,0.33,0.42,cytoplasm
KDSA_ECOLI,0.51,0.37,0.48,0.5,0.35,0.36,0.45,cytoplasm
LEU3_ECOLI,0.4,0.35,0.48,0.5,0.45,0.33,0.42,cytoplasm
LON_ECOLI,0.44,0.34,0.48,0.5,0.3,0.33,0.43,cytoplasm
LPLA_ECOLI,0.42,0.38,0.48,0.5,0.54,0.34,0.43,cytoplasm
LYSR_ECOLI,0.44,0.56,0.48,0.5,0.5,0.46,0.54,cytoplasm
MALQ_ECOLI,0.52,0.36,0.48,0.5,0.41,0.28,0.38,cytoplasm
MALZ_ECOLI,0.36,0.41,0.48,0.5,0.48,0.47,0.54,cytoplasm
MASY_ECOLI,0.18,0.3,0.48,0.5,0.46,0.24,0.35,cytoplasm
METB_ECOLI,0.47,0.29,0.48,0.5,0.51,0.33,0.43,cytoplasm
METC_ECOLI,0.24,0.43,0.48,0.5,0.54,0.52,0.59,cytoplasm
METK_ECOLI,0.25,0.37,0.48,0.5,0.41,0.33,0.42,cytoplasm
METR_ECOLI,0.52,0.57,0.48,0.5,0.42,0.47,0.54,cytoplasm
METX_ECOLI,0.25,0.37,0.48,0.5,0.43,0.26,0.36,cytoplasm
MURF_ECOLI,0.35,0.48,0.48,0.5,0.56,0.4,0.48,cytoplasm
NADA_ECOLI,0.26,0.26,0.48,0.5,0.34,0.25,0.35,cytoplasm
NFRC_ECOLI,0.44,0.51,0.48,0.5,0.47,0.26,0.36,cytoplasm
NHAR_ECOLI,0.37,0.5,0.48,0.5,0.42,0.36,0.45,cytoplasm
NIRD_ECOLI,0.44,0.42,0.48,0.5,0.42,0.25,0.2,cytoplasm
OMPR_ECOLI,0.24,0.43,0.48,0.5,0.37,0.28,0.38,cytoplasm
OTC1_ECOLI,0.42,0.3,0.48,0.5,0.48,0.26,0.36,cytoplasm
OTC2_ECOLI,0.48,0.42,0.48,0.5,0.45,0.25,0.35,cytoplasm
PEPE_ECOLI,0.41,0.48,0.48,0.5,0.51,0.44,0.51,cytoplasm
PFLA_ECOLI,0.44,0.28,0.48,0.5,0.43,0.27,0.37,cytoplasm
PFLB_ECOLI,0.29,0.41,0.48,0.5,0.48,0.38,0.46,cytoplasm
PGK_ECOLI,0.34,0.28,0.48,0.5,0.41,0.35,0.44,cytoplasm
PHOB_ECOLI,0.41,0.43,0.48,0.5,0.45,0.31,0.41,cytoplasm
PHOH_ECOLI,0.29,0.47,0.48,0.5,0.41,0.23,0.34,cytoplasm
PMBA_ECOLI,0.34,0.55,0.48,0.5,0.58,0.31,0.41,cytoplasm
PNP_ECOLI,0.36,0.56,0.48,0.5,0.43,0.45,0.53,cytoplasm
PROB_ECOLI,0.4,0.46,0.48,0.5,0.52,0.49,0.56,cytoplasm
PT1A_ECOLI,0.5,0.49,0.48,0.5,0.49,0.46,0.53,cytoplasm
PT1_ECOLI,0.52,0.44,0.48,0.5,0.37,0.36,0.42,cytoplasm
PTCA_ECOLI,0.5,0.51,0.48,0.5,0.27,0.23,0.34,cytoplasm
PTCB_ECOLI,0.53,0.42,0.48,0.5,0.16,0.29,0.39,cytoplasm
PTFA_ECOLI,0.34,0.46,0.48,0.5,0.52,0.35,0.44,cytoplasm
PTGA_ECOLI,0.4,0.42,0.48,0.5,0.37,0.27,0.27,cytoplasm
PTHA_ECOLI,0.41,0.43,0.48,0.5,0.5,0.24,0.25,cytoplasm
PTHP_ECOLI,0.3,0.45,0.48,0.5,0.36,0.21,0.32,cytoplasm
PTKA_ECOLI,0.31,0.47,0.48,0.5,0.29,0.28,0.39,cytoplasm
PTKB_ECOLI,0.64,0.76,0.48,0.5,0.45,0.35,0.38,cytoplasm
PTNA_ECOLI,0.35,0.37,0.48,0.5,0.3,0.34,0.43,cytoplasm
PTWB_ECOLI,0.57,0.54,0.48,0.5,0.37,0.28,0.33,cytoplasm
PTWX_ECOLI,0.65,0.55,0.48,0.5,0.34,0.37,0.28,cytoplasm
RHAR_ECOLI,0.51,0.46,0.48,0.5,0.58,0.31,0.41,cytoplasm
RHAS_ECOLI,0.38,0.4,0.48,0.5,0.63,0.25,0.35,cytoplasm
RIMI_ECOLI,0.24,0.57,0.48,0.5,0.63,0.34,0.43,cytoplasm
RIMJ_ECOLI,0.38,0.26,0.48,0.5,0.54,0.16,0.28,cytoplasm
RIML_ECOLI,0.33,0.47,0.48,0.5,0.53,0.18,0.29,cytoplasm
RNB_ECOLI,0.24,0.34,0.48,0.5,0.38,0.3,0.4,cytoplasm
RNC_ECOLI,0.26,0.5,0.48,0.5,0.44,0.32,0.41,cytoplasm
RND_ECOLI,0.44,0.49,0.48,0.5,0.39,0.38,0.4,cytoplasm
RNE_ECOLI,0.43,0.32,0.48,0.5,0.33,0.45,0.52,cytoplasm
SERC_ECOLI,0.49,0.43,0.48,0.5,0.49,0.3,0.4,cytoplasm
SLYD_ECOLI,0.47,0.28,0.48,0.5,0.56,0.2,0.25,cytoplasm
SOXS_ECOLI,0.32,0.33,0.48,0.5,0.6,0.06,0.2,cytoplasm
SYA_ECOLI,0.34,0.35,0.48,0.5,0.51,0.49,0.56,cytoplasm
SYC_ECOLI,0.35,0.34,0.48,0.5,0.46,0.3,0.27,cytoplasm
SYD_ECOLI,0.38,0.3,0.48,0.5,0.43,0.29,0.39,cytoplasm
SYE_ECOLI,0.38,0.44,0.48,0.5,0.43,0.2,0.31,cytoplasm
SYFA_ECOLI,0.41,0.51,0.48,0.5,0.58,0.2,0.31,cytoplasm
SYFB_ECOLI,0.34,0.42,0.48,0.5,0.41,0.34,0.43,cytoplasm
SYGA_ECOLI,0.51,0.49,0.48,0.5,0.53,0.14,0.26,cytoplasm
SYGB_ECOLI,0.25,0.51,0.48,0.5,0.37,0.42,0.5,cytoplasm
SYH_ECOLI,0.29,0.28,0.48,0.5,0.5,0.42,0.5,cytoplasm
SYI_ECOLI,0.25,0.26,0.48,0.5,0.39,0.32,0.42,cytoplasm
SYK1_ECOLI,0.24,0.41,0.48,0.5,0.49,0.23,0.34,cytoplasm
SYK2_ECOLI,0.17,0.39,0.48,0.5,0.53,0.3,0.39,cytoplasm
SYL_ECOLI,0.04,0.31,0.48,0.5,0.41,0.29,0.39,cytoplasm
SYM_ECOLI,0.61,0.36,0.48,0.5,0.49,0.35,0.44,cytoplasm
SYP_ECOLI,0.34,0.51,0.48,0.5,0.44,0.37,0.46,cytoplasm
SYQ_ECOLI,0.28,0.33,0.48,0.5,0.45,0.22,0.33,cytoplasm
SYR_ECOLI,0.4,0.46,0.48,0.5,0.42,0.35,0.44,cytoplasm
SYS_ECOLI,0.23,0.34,0.48,0.5,0.43,0.26,0.37,cytoplasm
SYT_ECOLI,0.37,0.44,0.48,0.5,0.42,0.39,0.47,cytoplasm
SYV_ECOLI,0.0,0.38,0.48,0.5,0.42,0.48,0.55,cytoplasm
SYW_ECOLI,0.39,0.31,0.48,0.5,0.38,0.34,0.43,cytoplasm
SYY_ECOLI,0.3,0.44,0.48,0.5,0.49,0.22,0.33,cytoplasm
THGA_ECOLI,0.27,0.3,0.48,0.5,0.71,0.28,0.39,cytoplasm
THIK_ECOLI,0.17,0.52,0.48,0.5,0.49,0.37,0.46,cytoplasm
TYRB_ECOLI,0.36,0.42,0.48,0.5,0.53,0.32,0.41,cytoplasm
UBIC_ECOLI,0.3,0.37,0.48,0.5,0.43,0.18,0.3,cytoplasm
UGPQ_ECOLI,0.26,0.4,0.48,0.5,0.36,0.26,0.37,cytoplasm
USPA_ECOLI,0.4,0.41,0.48,0.5,0.55,0.22,0.33,cytoplasm
UVRB_ECOLI,0.22,0.34,0.48,0.5,0.42,0.29,0.39,cytoplasm
UVRC_ECOLI,0.44,0.35,0.48,0.5,0.44,0.52,0.59,cytoplasm
XGPT_ECOLI,0.27,0.42,0.48,0.5,0.37,0.38,0.43,cytoplasm
XYLA_ECOLI,0.16,0.43,0.48,0.5,0.54,0.27,0.37,cytoplasm
EMRA_ECOLI,0.06,0.61,0.48,0.5,0.49,0.92,0.37,membrane
AAS_ECOLI,0.44,0.52,0.48,0.5,0.43,0.47,0.54,membrane
AMPE_ECOLI,0.63,0.47,0.48,0.5,0.51,0.82,0.84,membrane
ARAE_ECOLI,0.23,0.48,0.48,0.5,0.59,0.88,0.89,membrane
ARAH_ECOLI,0.34,0.49,0.48,0.5,0.58,0.85,0.8,membrane
AROP_ECOLI,0.43,0.4,0.48,0.5,0.58,0.75,0.78,membrane
ATKB_ECOLI,0.46,0.61,0.48,0.5,0.48,0.86,0.87,membrane
ATP6_ECOLI,0.27,0.35,0.48,0.5,0.51,0.77,0.79,membrane
BETT_ECOLI,0.52,0.39,0.48,0.5,0.65,0.71,0.73,membrane
CODB_ECOLI,0.29,0.47,0.48,0.5,0.71,0.65,0.69,membrane
CYDA_ECOLI,0.55,0.47,0.48,0.5,0.57,0.78,0.8,membrane
CYOC_ECOLI,0.12,0.67,0.48,0.5,0.74,0.58,0.63,membrane
CYOD_ECOLI,0.4,0.5,0.48,0.5,0.65,0.82,0.84,membrane
DCTA_ECOLI,0.73,0.36,0.48,0.5,0.53,0.91,0.92,membrane
DHG_ECOLI,0.84,0.44,0.48,0.5,0.48,0.71,0.74,membrane
DHSC_ECOLI,0.48,0.45,0.48,0.5,0.6,0.78,0.8,membrane
DHSD_ECOLI,0.54,0.49,0.48,0.5,0.4,0.87,0.88,membrane
DPPC_ECOLI,0.48,0.41,0.48,0.5,0.51,0.9,0.88,membrane
DSBB_ECOLI,0.5,0.66,0.48,0.5,0.31,0.92,0.92,membrane
ENVZ_ECOLI,0.72,0.46,0.48,0.5,0.51,0.66,0.7,membrane
